無限直播,#genre#
CCTV-文化精品,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=DOXyijiaHD_7000
CCTV-央视台球,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=DOXyinglunHD_7000
CCTV-风云音乐,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=DOXxinyiHD_7000
CCTV-风云剧场,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=DOXxinzhiHD_7000
CCTV-第一剧场,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=DOXyinghuaHD_7000
CCTV-怀旧剧场,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=DOXjuchangHD_7000
CGTN国际,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=CCTV15news_1500
CCTV老故事,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=laogushi_1500
CCTV风云剧场,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=fengyunjuchang_1500
CCTV风云足球,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=fengyunzuqiu_1500
CCTV风云音乐,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=fengyunyinyue_1500
CCTV怀旧剧场,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=huaijiujuchang_1500
CCTV世界地理,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=shijiedili_1500
CCTV第一剧场,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=diyijuchang_1500
CCTV发现之旅,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=faxianzhilv_1500
CCTV女性时尚,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=nvxingshishang_1500
CCTV央视精品,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=yangshijingpin_1500
CCTV卫生健康,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=weishengjiankang_1500
CCTV电视指南,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=dianshizhinan_1500
新闻频道,#genre#
无线新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=45
无线新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=394
有线新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=395
NOW新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=396
NOW直播,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=400
壹电视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=303
寰宇新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=304
寰宇台湾,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=87
TVBS新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=2
TVBS新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1004
中天新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=3
中天新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1002
东森新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=9
东森新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1016
东森财经新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=12
东森财经新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1018
三立LIVE新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=4
三立LIVE新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1008
iNEWS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=8
iNEWS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1014
民视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=13
华视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=6
华视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1012
中视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=7
中视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1000
台视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1
台视新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1006
年代新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=236
年代新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1099
非凡新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=314
非凡商业,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=187
环宇财经,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=320
台视财经,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=300
VOA美国之音,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=495
VOA卫视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=22
半岛国际新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=494
DW德国之声,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1059
Bloomberg Europe,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=370
第1商业,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=186
BBC World News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=421
CNN头条新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=43
CNN国际新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=420
港澳频道,#genre#
[emoji:fct]TVB翡翠,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=30
TVB翡翠,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=390
TVB明珠,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=391
TVB J2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=392
TVB星河,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1079
TVB经典,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1083
TVB Jade,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=429
TVB Jade,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1084
无线新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=45
无线新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=394
有线新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=395
TVB无线财经,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=393
Viutv,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=72
Viutv 6,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=176
NOW新闻,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=396
NOW直播,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=400
凤凰香港,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=358
凤凰卫视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=357
凤凰资讯,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=359
凤凰电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=19
星空卫视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=56
港台31,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=353
港台32,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=397
新时代多伦多,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1031
新时代多伦多2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1033
新时代温哥华,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1032
香港开电视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=17
有线娱乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=360
有线电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=354
有线体育1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=401
有线体育2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=356
HKS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=399
18台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=44
有线603,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=398
澳视澳门,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=23
澳视葡语,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=24
澳门卫星,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=29
澳亚卫视,http://mastvnet-hwcdn.utvlive.top/4rlff1m/1024/live.m3u8
澳门莲花,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=70
广东珠江,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1034
ChannelV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=151
耀才财经,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=355
卫视卡式台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1085
NOW爆谷台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=152
台湾频道,#genre#
民视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=26
民视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=336
华视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=32
华视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=327
中视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=28
中视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=333
台视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=27
台视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=326
公视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=86
公视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=361
公视台语,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=58
公视3台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1340
三立都会,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=38
三立台湾,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=35
三立综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=315
纬来日本,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=337
纬来日本,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=46
JET综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=41
卫视中文,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=342
星卫娱乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=89
年代much,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1359
壹电视综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=305
八大娱乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=105
八大综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=90
八大第一,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=318
八大精彩,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1024
TVBSHD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=88
TVBSHD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=16
TVBS精采,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=66
TVBS欢乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=40
东森综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=372
东森超视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=80
纬来综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=340
纬来育乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=338
纬来育乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=312
民视第一台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=34
民视台湾,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=36
民视综艺,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=98
中视菁采,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=74
中视经典,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=185
中天综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=54
中天亚洲,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=322
中天娱乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=324
靖天国际,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=345
靖天综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=308
靖天育乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1029
靖天日本,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=108
靖天欢乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=51
靖天资讯,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=49
龙华日韩,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=382
龙华偶像,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=347
韩国娱乐台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=73
客家电视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=76
猪哥亮歌厅秀,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=75
ELTA综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1137
ELTA娱乐台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=351
幸福空间居家,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=61
寰宇综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=190
好消息,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=104
VTV4,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=341
国兴卫视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=65
东森购物1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1155
东森购物2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1156
台视综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=309
华艺综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=310
原住民电视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=95
高点综合,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=99
DW News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=14
Disney,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=5
BBC CBeebies,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=115
Dreamworks,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=48
BabyTV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1241
电影频道,#genre#
龙翔时代,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=373
东森电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=350
东森洋片,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1128
卫视电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=93
卫视西片,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=369
星卫电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=496
美亚电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=375
CinemaWorld,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=84
AXN台湾,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=423
AXN亚洲,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1066
AMC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=92
纬来电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=96
靖天电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=110
光影欧洲,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1157
天映频道,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=441
天映经典,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=328
Trill恐怖电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=18
龙华经典,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=100
龙华电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=311
HBO HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=332
HBO Family,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=331
HBO Hits,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=330
HBOSignature,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=329
FOX,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=384
FOX ACTION,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=385
FOX CRIME,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=386
FOX Family,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=383
FOX MOVIES,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=387
TVN MOVIE,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1082
CATCHPLAY,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=362
华纳电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=83
好莱坞电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=37
Blue Ant Extreme,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=103
东森戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=321
八大戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=81
公视戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=69
三立戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=64
龙华戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=365
靖天戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=109
靖洋戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=319
纬来戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=339
EYE戏剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=191
民视影剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1023
爱尔达影剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=500
采昌影剧,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=62
靖天映画,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=349
影迷数位电影,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=497
金光布袋戏,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1060
霹雳台湾,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1339
探索旅游,#genre#
国家地理,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=302
国家野生,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1038
动物星球,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=367
Outdoor,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=374
国家人文,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=334
国家地理悠人,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=114
探索EVE,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1036
爆笑频道,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=85
探索频道,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1035
LUXE,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=112
视纳华仁纪实,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=91
探索动力DMAX,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=335
Love Nature,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=388
探索科学,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=343
探索亚洲,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=306
BBC Lifestyle,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=424
BBC EARTH,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=97
Travel Channel,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=63
AFN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=307
AFN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=195
FoodNetwork,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=294
美食星球,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1360
CI罪案侦查,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1159
History,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=116
History 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1158
Pet Club,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=368
Fashion One,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=113
车迷TV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=352
亚洲旅游,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=77
民视旅游,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=78
TLC旅游生活,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=102
Smithsonian,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=291
达文西,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=68
ESPN-U,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=170
体育频道,#genre#
CCTV-5体育HD,http://www.qwl1965.top/窩犇/洤蛧姎衞/woniu.php?id=10000006
CCTV-5+体育HD,http://www.qwl1965.top/窩犇/洤蛧姎衞/woniu.php?id=10000005
广东体育HD,http://www.qwl1965.top/洧線広電/広崬厷珙/gudou.php?id=gdsportsHD_7000
纬来体育,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=52
纬来体育,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=118
FOX Sport 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1131
FOX Sport 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1132
FOX Sport 3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=376
